CUST_ID,INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,CAT_GAMBLING,CAT_DEBT,CAT_CREDIT_CARD,CAT_MORTGAGE,CAT_SAVINGS_ACCOUNT,CAT_DEPENDENTS,CREDIT_SCORE,DEFAULT
sdv-id-pjHOkT,220027,1286038,2468764,8.0033,10.6619,1.704,10727,1259,0.3016,0.0475,0.0078,0.0065,31282,19115,0.5032,0.2186,0.0679,0.0048,21442,11723,0.5404,0.0859,0.011,0.0108,416,326,0.7076,0.0,0.0,0.0,2661,1334,0.4764,0.046,0.0018,0.0003,43163,24555,0.5452,0.1857,0.0334,0.0186,8125,3230,0.5666,0.0361,0.0056,0.0041,7448,7123,1.0,0.2837,0.1011,0.0667,11616,6050,0.5452,0.0406,0.0064,0.0043,39572,648,0.3555,0.0491,0.0354,0.0057,16720,8992,0.5028,0.0685,0.0113,0.0073,201943,112552,0.4739,0.9085,0.1356,0.0807,High,1,1,0,1,0,551,0
sdv-id-CCWXdH,243684,699542,3040659,1.5871,11.3452,3.8476,1820,477,0.368,0.0072,0.0042,0.0009,399,432,0.5063,0.0031,0.0098,0.0,11911,8063,0.719,0.0513,0.0305,0.0059,7,30,0.2009,0.0,0.0,0.0,7,7,0.5159,0.0104,0.0,0.0,76801,37391,0.4432,0.3333,0.1086,0.0331,9867,459,0.3531,0.0433,0.0167,0.0033,43171,26252,1.0,0.3171,0.1681,0.1136,10520,5720,0.5253,0.036,0.0149,0.0032,58120,1560,0.2518,0.0487,0.0817,0.0076,19562,9410,0.5007,0.0927,0.0405,0.0113,208124,88456,0.4253,0.8407,0.2846,0.0694,No,1,1,1,1,1,569,0
sdv-id-THfyBS,248832,198040,1467377,0.7558,6.9018,7.0614,17405,11147,0.6154,0.0722,0.075,0.0132,16,8,0.5008,0.0002,0.0068,0.0,36008,16167,0.4931,0.1504,0.1364,0.0217,1387,952,1.0977,0.0008,0.0,0.0,0,0,0.5982,0.0022,0.0,0.0,12285,6305,0.4938,0.0605,0.0612,0.0084,6851,6623,0.5956,0.028,0.0303,0.0042,9,60,1.0,0.1239,0.0814,0.0239,14902,7139,0.4912,0.0528,0.0558,0.0081,101083,57397,0.1995,0.278,0.3171,0.1063,12553,5658,0.4995,0.0421,0.0552,0.0046,167320,85021,0.4825,0.6801,0.8524,0.1205,No,1,1,0,1,0,653,0
sdv-id-NNBSgc,136278,1586719,559613,9.3456,5.629,0.1954,5331,282,0.1683,0.0409,0.0029,0.009,30101,18905,0.5022,0.2099,0.0462,0.0038,6351,3320,0.514,0.0568,0.0045,0.0176,1250,1051,0.5405,0.0002,0.0,0.0,4389,2549,0.5575,0.071,0.002,0.0006,53335,24292,0.4716,0.3301,0.0278,0.1113,6489,156,0.3347,0.0497,0.0038,0.0142,29,127,1.0,0.2107,0.0453,0.0466,6265,3107,0.4888,0.0518,0.0035,0.0141,15227,0,0.3661,0.0021,0.0164,0.0003,14959,7772,0.5003,0.1052,0.0088,0.0397,126531,57775,0.4664,0.9449,0.1034,0.2271,High,1,0,1,1,0,524,0
sdv-id-Cbbsfz,492746,1619733,2860246,5.1533,6.9959,1.9369,12653,13008,0.8111,0.0191,0.0039,0.0021,1363,1811,0.5025,0.0225,0.0159,0.0002,20487,9270,0.4931,0.037,0.0132,0.0049,1309,926,0.8966,0.0001,0.0,0.0,3309,2226,0.4402,0.0732,0.0035,0.0011,41135,23329,0.5602,0.0844,0.0258,0.0151,17506,6839,0.6455,0.0333,0.0119,0.005,186,485,1.0,0.1712,0.0609,0.0268,12354,5372,0.5056,0.023,0.0067,0.0035,164115,158788,0.5016,0.4304,0.3163,0.2341,13752,6857,0.5006,0.0306,0.0099,0.0043,369088,212640,0.561,0.6821,0.189,0.0964,High,1,0,0,1,0,583,0
sdv-id-CDMAwB,181467,825523,2103284,5.3562,10.5992,2.5286,10759,4295,0.2942,0.057,0.0148,0.0043,2571,3559,0.5037,0.0776,0.0295,0.0005,25172,14467,0.582,0.116,0.0365,0.0108,535,554,1.1341,0.0,0.0,0.0,2793,980,0.5489,0.0692,0.0026,0.0003,27986,16601,0.5435,0.1746,0.0372,0.0131,6247,259,0.5172,0.0308,0.0083,0.0024,3882,4363,1.0,0.2247,0.0838,0.0443,8145,3696,0.4038,0.0446,0.0104,0.0046,54572,3724,0.5984,0.0763,0.0629,0.0139,8522,4011,0.503,0.0597,0.0136,0.0065,159836,86141,0.5533,0.7955,0.1729,0.08,No,1,0,1,1,0,638,0
sdv-id-wMagCO,256952,975681,2513256,3.9338,11.0999,2.7552,4854,5330,0.3931,0.0167,0.0064,0.0019,16461,13698,0.505,0.1555,0.0426,0.0013,11867,6798,0.5495,0.049,0.0196,0.0039,834,805,0.5569,0.0,0.0,0.0,19803,8909,0.4437,0.1026,0.0177,0.0021,55681,25005,0.4801,0.2085,0.0479,0.0198,12170,4727,0.4408,0.0459,0.0135,0.005,3213,3933,1.0,0.2376,0.1039,0.0594,6500,5362,0.5504,0.0268,0.0069,0.0027,82061,13174,0.4538,0.1278,0.0889,0.0292,18574,9254,0.5036,0.0677,0.0181,0.0054,225008,103277,0.4568,0.847,0.2317,0.0835,High,1,1,1,1,1,610,0
sdv-id-XpvAsN,251215,352566,1925704,1.7253,7.6681,5.0709,19736,25533,0.9359,0.0792,0.0603,0.0084,4294,5880,0.5039,0.0704,0.021,0.0003,38315,22276,0.5818,0.1938,0.11,0.0206,549,410,0.8782,0.0,0.0,0.0,25,62,0.5329,0.0236,0.0003,0.0001,12151,6743,0.5808,0.0584,0.0343,0.0071,13582,9349,0.7082,0.0554,0.0337,0.0049,0,0,1.0,0.1052,0.0348,0.0123,12695,7207,0.5739,0.0537,0.0335,0.0051,135125,95860,0.5176,0.3522,0.3315,0.1314,8549,4585,0.503,0.036,0.0246,0.0033,185967,109473,0.614,0.7147,0.5279,0.0776,No,1,1,0,1,0,560,1
sdv-id-HwwUzD,160775,1271146,701975,6.9404,4.3169,0.5463,7548,8418,0.5653,0.045,0.0059,0.0078,10073,10103,0.5061,0.1312,0.0378,0.0012,5473,2651,0.4931,0.0425,0.0062,0.012,267,351,0.4925,0.0,0.0,0.0,22083,11738,0.4625,0.1078,0.0573,0.0074,51659,28613,0.5313,0.3193,0.0434,0.0633,9657,1343,0.3317,0.0546,0.0087,0.0136,43,158,1.0,0.1737,0.048,0.0264,5520,2798,0.5161,0.0341,0.0044,0.0088,35704,444,0.1941,0.0346,0.0294,0.0118,13151,6397,0.5047,0.0778,0.0104,0.0183,142049,63364,0.4272,0.7437,0.1196,0.2137,High,1,0,0,1,1,593,0
sdv-id-zosonz,162226,1158557,781511,7.0584,4.8515,0.8265,6609,2469,0.2828,0.0431,0.0068,0.0139,201,134,0.5023,0.002,0.0097,0.0001,8317,4584,0.5183,0.0518,0.0058,0.0103,1053,704,0.5641,0.0,0.0,0.0,208,358,0.4673,0.0412,0.0007,0.0002,37724,21719,0.531,0.2328,0.0304,0.0391,7035,2423,0.5978,0.0439,0.0063,0.0093,26302,18277,1.0,0.2951,0.1296,0.1077,3406,1641,0.5131,0.0239,0.0034,0.0051,79247,39966,0.4202,0.2665,0.1422,0.0919,8578,4609,0.5053,0.0603,0.0083,0.0095,195207,99874,0.5145,0.9633,0.1411,0.223,No,1,1,1,1,1,580,1
sdv-id-vHIogT,324697,1947265,1585576,7.3258,5.0813,0.3253,28928,11846,0.4959,0.0958,0.0179,0.0358,10067,10086,0.5041,0.1242,0.0317,0.001,16105,7374,0.4932,0.0457,0.0067,0.0188,17,57,0.9788,0.0,0.0,0.0,101,156,0.4698,0.0254,0.0002,0.0001,55774,28741,0.4872,0.1922,0.0292,0.0574,18113,7270,0.5709,0.0593,0.0088,0.0182,14119,11143,1.0,0.2821,0.0922,0.0694,13232,7093,0.5395,0.0398,0.005,0.0122,49533,241,0.4059,0.0223,0.0357,0.0036,19289,9836,0.5007,0.0704,0.0103,0.0238,243157,109183,0.4681,0.7501,0.1221,0.2103,No,1,1,1,1,0,607,1
sdv-id-hItYeO,275994,872448,2930364,1.7191,10.4411,3.9522,12937,9176,0.4811,0.0488,0.0201,0.005,20620,15986,0.5059,0.1865,0.0541,0.0019,12506,6514,0.4968,0.0474,0.0201,0.0037,892,761,0.1796,0.0,0.0,0.0,11143,5041,0.5404,0.0926,0.009,0.0016,73791,40173,0.5628,0.2885,0.0993,0.04,13602,5469,0.6026,0.0449,0.0169,0.0051,0,0,1.0,0.0828,0.0258,0.0091,9690,5500,0.5013,0.0311,0.0096,0.0024,74561,7638,0.4611,0.1237,0.1043,0.0167,19200,8552,0.5014,0.0758,0.0249,0.0086,232067,116756,0.5332,0.8156,0.2604,0.0917,High,1,1,0,1,1,545,0
sdv-id-ZdOXbz,333465,1114859,5718452,4.6764,17.7436,7.5398,12361,9087,0.3877,0.0339,0.0112,0.0009,1286,992,0.5026,0.0095,0.0143,0.0001,19332,10808,0.5349,0.0499,0.0126,0.0017,1084,885,0.5548,0.0001,0.0,0.0,7,2,0.5516,0.0062,0.0,0.0,93048,55947,0.5962,0.3834,0.0963,0.0095,27357,22761,0.5586,0.1004,0.033,0.0028,0,0,1.0,0.1128,0.0296,0.0102,11949,7458,0.5135,0.0383,0.0117,0.0013,96333,21627,0.6462,0.1502,0.1188,0.0159,20155,10037,0.5023,0.0831,0.025,0.0031,288525,162909,0.563,0.9642,0.2673,0.0505,No,1,1,1,1,1,498,1
sdv-id-qkYPbA,242284,945227,1533239,3.2794,7.4455,1.2759,22034,3802,0.3159,0.0956,0.0362,0.0243,59,83,0.5052,0.0005,0.0088,0.0,6934,3446,0.4944,0.0358,0.0125,0.0098,1304,1076,0.5035,0.0004,0.0,0.0,482,456,0.5328,0.0381,0.0006,0.0002,37948,17408,0.5234,0.1347,0.0378,0.0487,18310,18104,0.907,0.0776,0.0217,0.0151,9419,8340,1.0,0.2419,0.121,0.0866,4519,2533,0.519,0.0203,0.0045,0.0041,106252,96428,0.5554,0.3149,0.2012,0.1377,10614,5723,0.5015,0.0469,0.0103,0.0146,223673,122712,0.5743,0.9269,0.245,0.1403,No,1,0,1,1,1,562,1
sdv-id-jWDntc,214716,730101,467399,4.1559,1.6785,0.6891,13402,1403,0.1039,0.0594,0.0266,0.0336,11089,11883,0.5022,0.1503,0.034,0.0013,48484,30036,0.6757,0.2181,0.0945,0.0717,1198,563,0.4395,0.0,0.0,0.0,887,827,0.4393,0.0645,0.0018,0.0009,19545,9985,0.4994,0.0927,0.0287,0.0359,7674,9272,0.364,0.0358,0.0108,0.0156,1,11,1.0,0.1445,0.0453,0.0266,12908,3840,0.4098,0.0581,0.0198,0.022,55980,262,0.4176,0.0323,0.0572,0.0055,13137,6286,0.5029,0.062,0.0193,0.0189,170652,86649,0.5263,0.6849,0.2316,0.4198,No,1,0,0,1,0,620,0
sdv-id-zheiGU,163934,580759,652819,3.5127,4.3631,0.914,14619,10172,0.1681,0.0868,0.0263,0.0147,33,37,0.5026,0.0007,0.0061,0.0,23903,12060,0.4952,0.143,0.0482,0.0272,743,867,1.1132,0.0,0.0,0.0,260,176,0.4884,0.0422,0.0011,0.0003,17954,8556,0.4759,0.1077,0.0276,0.029,6320,3023,0.3401,0.0348,0.009,0.007,0,0,1.0,0.1225,0.0321,0.0147,9442,4766,0.5253,0.0463,0.0122,0.01,82749,25056,0.4125,0.2339,0.1855,0.072,12376,6576,0.5025,0.0622,0.0171,0.0145,131959,58657,0.424,0.8002,0.238,0.167,No,1,1,0,1,0,684,1
sdv-id-aHoGRn,267761,363482,925236,1.3969,3.2466,1.9654,28666,11347,0.8234,0.1146,0.0602,0.0282,8260,10373,0.5017,0.1147,0.0353,0.0012,21965,10947,0.4951,0.0878,0.0839,0.0388,700,721,0.7745,0.0,0.0,0.0,5659,2641,0.4568,0.0694,0.0049,0.0007,11528,7708,0.6204,0.0505,0.0324,0.0167,12682,17064,0.8965,0.0468,0.0323,0.0154,21608,15913,1.0,0.2835,0.1411,0.1127,4841,2344,0.4841,0.0195,0.0153,0.0077,60997,2919,0.7822,0.0894,0.1011,0.0195,4500,2381,0.5019,0.0176,0.0143,0.007,194206,144007,0.6519,0.759,0.5458,0.2375,No,1,1,1,1,1,609,0
sdv-id-eNtQKI,193882,631999,2449249,3.5594,11.0875,4.3251,10397,4758,0.4784,0.0568,0.0212,0.0047,4922,4907,0.5041,0.0552,0.03,0.0005,9105,4782,0.4997,0.0533,0.0167,0.004,423,126,1.1098,0.0,0.0,0.0,5451,1609,0.538,0.0641,0.005,0.0004,24278,10935,0.5126,0.1086,0.0426,0.0087,4102,4302,0.5392,0.0206,0.007,0.0014,0,2,1.0,0.1344,0.0362,0.0167,5097,2797,0.5241,0.0237,0.0081,0.0017,92228,42663,0.381,0.2699,0.1887,0.0649,7450,3468,0.5012,0.0426,0.0127,0.0032,175318,73502,0.489,0.7845,0.2789,0.0794,No,1,1,0,1,1,536,1
sdv-id-pvcowb,296368,449694,2681328,1.047,9.6266,6.1633,28352,12598,0.3764,0.0949,0.0572,0.0113,774,872,0.5014,0.0135,0.0107,0.0001,45472,25131,0.514,0.1461,0.088,0.0166,1401,1070,0.8581,0.001,0.0,0.0,352,142,0.5064,0.0448,0.0009,0.0002,34089,18691,0.5714,0.1214,0.0732,0.0118,18600,3903,0.3486,0.0658,0.0365,0.0066,0,0,1.0,0.0998,0.0321,0.0115,14438,7092,0.4759,0.0488,0.0289,0.0049,94955,10310,0.4187,0.1365,0.1405,0.0255,18814,9464,0.5037,0.0635,0.0394,0.0065,244106,106170,0.5496,0.8399,0.6433,0.0691,No,1,0,0,1,0,538,0
sdv-id-lSVRcZ,342443,457011,3939004,0.8601,14.4528,9.1319,23759,11483,0.5361,0.0762,0.0551,0.004,2940,4201,0.5028,0.0485,0.0312,0.0002,14919,6392,0.4931,0.0412,0.0513,0.0023,741,893,0.7407,0.0,0.0,0.0,48,73,0.5771,0.0183,0.0002,0.0,62841,37733,0.5749,0.2231,0.1552,0.0112,13848,9882,0.7426,0.0392,0.0326,0.0021,1295,1965,1.0,0.2377,0.1288,0.0337,11219,7152,0.5435,0.03,0.0253,0.0017,52742,301,0.5287,0.017,0.0637,0.0013,19158,9510,0.5025,0.0592,0.0483,0.0035,260098,156846,0.6071,0.7303,0.5687,0.0516,High,1,1,1,1,1,518,1
sdv-id-FKVwFh,304317,849605,1007190,3.1019,2.605,0.8474,12039,2001,0.3053,0.0376,0.0105,0.0172,0,0,0.5024,0.0,0.0045,0.0,29135,14737,0.5101,0.0691,0.0348,0.0365,871,564,0.3315,0.0,0.0,0.0,0,0,0.5197,0.0036,0.0,0.0,55978,29431,0.4925,0.2041,0.0744,0.0551,6140,1194,0.3923,0.0196,0.0065,0.0065,754,1315,1.0,0.1923,0.0745,0.0607,12552,5157,0.4892,0.0376,0.0151,0.014,78873,11559,0.3781,0.0978,0.1073,0.0468,19316,9894,0.5036,0.0738,0.0315,0.0236,206270,83744,0.4291,0.6943,0.2511,0.277,No,1,0,0,1,0,678,0
sdv-id-rXGBvj,190535,546548,3003208,2.8913,14.2658,5.8266,22881,24652,0.5705,0.1064,0.0578,0.0091,6150,7081,0.5032,0.0883,0.0281,0.0004,9768,4991,0.5197,0.0576,0.0273,0.0044,1341,1019,0.6363,0.0004,0.0,0.0,0,0,0.5353,0.0028,0.0,0.0,34850,18125,0.5318,0.198,0.0709,0.0096,8093,2231,0.6924,0.0417,0.0159,0.002,0,4,1.0,0.1423,0.0511,0.0132,6683,3165,0.491,0.034,0.0139,0.002,54360,471,0.7725,0.029,0.0595,0.0023,12603,7351,0.4998,0.0634,0.0243,0.0039,159042,84683,0.5889,0.6875,0.2306,0.0522,No,1,0,0,1,0,476,0
sdv-id-ZQbURE,227825,724700,727831,3.7849,2.8103,1.1798,14350,6562,0.5084,0.0639,0.0146,0.0179,3,2,0.5031,0.0001,0.0074,0.0,22823,13908,0.6247,0.1166,0.0361,0.0532,497,148,0.8862,0.0,0.0,0.0,8478,2865,0.497,0.0751,0.0049,0.0011,15678,7280,0.4847,0.0683,0.0275,0.0237,11042,6785,0.1135,0.049,0.0155,0.0166,2195,2947,1.0,0.2268,0.0923,0.0582,4706,2914,0.4528,0.0248,0.0072,0.0097,108963,82383,0.3194,0.3456,0.2301,0.155,9186,4556,0.5037,0.0344,0.0104,0.0143,205641,95630,0.4662,0.7611,0.2554,0.3356,No,1,0,1,1,0,616,0
sdv-id-XsdnhZ,163589,1141701,3024820,6.978,15.7719,3.1548,7080,1846,0.5056,0.0356,0.0032,0.0017,4059,4253,0.504,0.0612,0.0207,0.0004,4926,2301,0.4931,0.0274,0.0041,0.0016,756,800,0.9493,0.0,0.0,0.0,21155,10482,0.5822,0.1016,0.0233,0.0028,51241,21063,0.4652,0.2551,0.0469,0.0158,12105,5586,0.4263,0.0632,0.0092,0.0029,1040,1653,1.0,0.2405,0.0714,0.0596,4235,2339,0.46,0.0267,0.0039,0.0014,56340,929,0.4234,0.0728,0.0585,0.005,14766,6977,0.5008,0.0796,0.01,0.0041,188397,71738,0.4437,0.987,0.1526,0.0579,High,1,1,1,1,1,556,1
sdv-id-xuLvyS,184950,192991,1083730,1.0005,6.1886,5.134,10468,3493,0.1631,0.0521,0.0579,0.0078,3902,4876,0.504,0.0754,0.0308,0.0005,21118,11731,0.5182,0.1139,0.1028,0.0226,920,906,0.6121,0.0001,0.0,0.0,22093,11747,0.4977,0.1079,0.0792,0.0101,19985,10430,0.5479,0.1197,0.1166,0.0155,9141,1408,0.4458,0.051,0.0381,0.0078,482,1054,1.0,0.1912,0.1122,0.0478,6512,3710,0.5276,0.0388,0.0367,0.0063,57310,468,0.3487,0.0556,0.0743,0.0045,7916,3139,0.5011,0.054,0.0517,0.0093,150035,72985,0.5046,0.7623,0.6681,0.0893,High,1,0,0,1,0,524,0
sdv-id-oBpGnr,236747,859871,1475259,5.422,5.3918,2.1108,12007,3717,0.2464,0.0479,0.0158,0.01,297,208,0.5018,0.004,0.0096,0.0001,14940,7986,0.5138,0.0898,0.0213,0.0191,1393,1073,1.1078,0.0005,0.0,0.0,20040,10095,0.4178,0.1009,0.022,0.0032,41978,25673,0.5535,0.2019,0.0505,0.0311,10150,4826,0.5173,0.0432,0.0147,0.0102,52205,30475,1.0,0.314,0.1646,0.1095,8163,4449,0.4943,0.0475,0.016,0.0112,39674,73,0.4339,0.0099,0.0375,0.0024,15606,7648,0.5022,0.0644,0.018,0.0114,188267,102482,0.488,0.7919,0.2024,0.228,High,1,0,1,1,0,551,0
sdv-id-GFnaLv,215033,648431,3243825,2.5051,12.7297,5.5933,17897,7330,0.5502,0.0729,0.0379,0.0061,1234,1343,0.5045,0.0329,0.0142,0.0002,20323,9876,0.4993,0.0956,0.0348,0.0038,981,777,0.9897,0.0,0.0,0.0,187,52,0.4247,0.0393,0.0004,0.0001,34995,16225,0.486,0.1566,0.0526,0.0085,6139,164,0.7113,0.0241,0.0099,0.0013,13305,10942,1.0,0.2639,0.1262,0.0555,8388,3318,0.4789,0.0341,0.0125,0.002,65048,884,0.548,0.0563,0.0812,0.0008,16383,7566,0.5011,0.0678,0.0222,0.0034,213274,96142,0.5522,0.8851,0.3702,0.056,High,1,1,0,1,1,547,1
sdv-id-DmZDMz,223855,1251594,683512,4.3061,3.111,0.2649,15742,10719,0.6041,0.0671,0.0191,0.0333,15756,13954,0.4991,0.1619,0.0433,0.0022,25627,13841,0.5316,0.1021,0.0237,0.0397,842,919,0.9539,0.0,0.0,0.0,2376,1650,0.4352,0.0681,0.0033,0.0005,24368,11368,0.5327,0.0799,0.0236,0.0357,9766,10040,0.9237,0.0359,0.0066,0.0159,5,36,1.0,0.1673,0.0465,0.0452,5303,2268,0.5403,0.0231,0.0036,0.0088,56561,782,0.6656,0.0487,0.0439,0.0088,9222,3877,0.5017,0.0399,0.008,0.0133,192692,109459,0.6108,0.8531,0.1494,0.3137,No,1,1,0,1,1,551,0
sdv-id-BELGkV,351249,615823,3235862,1.2729,10.0339,5.4092,7016,4892,0.9408,0.017,0.0092,0.0011,22284,16999,0.5006,0.1909,0.0532,0.0019,21916,11214,0.5065,0.0479,0.0337,0.0033,655,613,0.9348,0.0,0.0,0.0,18433,9355,0.5512,0.1009,0.0181,0.0017,61644,31222,0.5224,0.1729,0.103,0.0144,11587,1607,0.5467,0.0308,0.0212,0.0029,110,298,1.0,0.1754,0.0593,0.0228,12659,7083,0.5386,0.0296,0.0199,0.0025,91411,21518,0.5958,0.1615,0.144,0.0316,19781,10007,0.5014,0.0538,0.0347,0.004,257896,161162,0.5871,0.6755,0.4794,0.0851,High,1,1,1,1,1,551,1
sdv-id-RjLGdp,119399,888960,2136774,7.8984,15.7289,3.0204,1014,202,0.0725,0.0111,0.0024,0.001,2742,2020,0.4984,0.0281,0.0137,0.0002,3991,1998,0.4932,0.0251,0.0039,0.0016,1109,668,1.1054,0.0,0.0,0.0,20498,9554,0.5228,0.105,0.0192,0.0024,61264,28021,0.4829,0.4676,0.0798,0.0238,5166,416,0.0989,0.047,0.0073,0.0022,576,1040,1.0,0.2405,0.0551,0.028,3349,2139,0.4953,0.0297,0.0042,0.0015,48147,10426,0.1633,0.1474,0.0692,0.0204,13994,6790,0.5015,0.1018,0.0138,0.0048,112761,53446,0.3809,0.9297,0.1298,0.0542,High,1,1,0,1,1,491,0
sdv-id-OFVEcP,273383,1077626,1837522,5.6181,6.2143,1.4288,13732,2997,0.0576,0.0468,0.008,0.0034,259,392,0.5039,0.0037,0.0077,0.0,27195,14063,0.4983,0.1007,0.0192,0.0165,116,45,0.875,0.0,0.0,0.0,0,0,0.4971,0.0023,0.0,0.0,22941,9878,0.4588,0.0822,0.0236,0.0153,11313,4262,0.7447,0.0414,0.009,0.0059,10,59,1.0,0.1525,0.045,0.0207,13285,6980,0.5628,0.0412,0.0083,0.0056,115596,46011,0.5347,0.2589,0.1514,0.0646,14643,7183,0.5007,0.05,0.0112,0.0105,211652,109939,0.5098,0.8056,0.1768,0.0985,No,1,0,0,1,0,605,0
sdv-id-LIOeiK,158379,543766,1324615,2.734,7.6691,2.2864,3459,2602,0.4905,0.0216,0.0055,0.0038,5591,5715,0.5051,0.0775,0.0279,0.0005,4999,2377,0.4931,0.0307,0.008,0.0036,136,521,0.3225,0.0,0.0,0.0,1,5,0.6152,0.0121,0.0,0.0,45930,20199,0.4414,0.2779,0.0793,0.0599,9445,1629,0.3155,0.0575,0.018,0.0108,610,1183,1.0,0.2097,0.0763,0.0448,5778,3074,0.5308,0.0341,0.01,0.0049,35475,137,0.2811,0.0177,0.04,0.0039,15578,8378,0.5041,0.0863,0.0246,0.0163,126988,54122,0.4483,0.7432,0.2377,0.1192,No,1,1,1,1,1,607,0
sdv-id-QtLsaX,213915,985326,536374,2.7415,2.1744,0.7024,6448,3163,0.8702,0.0316,0.0067,0.0074,37,23,0.5014,0.0003,0.0054,0.0,26405,14690,0.6511,0.109,0.0228,0.0329,924,376,0.9643,0.0,0.0,0.0,608,252,0.4761,0.0464,0.0016,0.0004,42369,21763,0.5221,0.1556,0.0392,0.079,10612,3953,0.4995,0.0513,0.0138,0.0223,6,35,1.0,0.1549,0.0364,0.0318,10568,5397,0.5372,0.0377,0.009,0.0171,32358,36,0.7529,0.0167,0.0321,0.0037,16663,8573,0.5057,0.0666,0.0131,0.0256,165358,109242,0.6177,0.702,0.1688,0.3222,No,1,0,0,1,0,619,1
sdv-id-ceCJSI,153406,295492,881245,1.1528,5.2712,2.251,15409,19063,0.7013,0.0951,0.0621,0.0326,29882,19006,0.5029,0.2173,0.0693,0.0039,18013,11198,0.6146,0.1417,0.0678,0.0365,1361,1048,0.511,0.0004,0.0,0.0,0,0,0.5216,0.0022,0.0,0.0,12064,6700,0.5506,0.0781,0.0409,0.0193,4639,2892,0.2355,0.0319,0.0167,0.0078,200,521,1.0,0.1709,0.073,0.0363,4056,2711,0.5645,0.0366,0.0183,0.0087,44389,557,0.715,0.0359,0.0629,0.009,4466,2187,0.5046,0.0391,0.0204,0.0104,110388,70728,0.6199,0.6668,0.3663,0.1683,No,1,0,0,1,0,553,0
sdv-id-mZBeyh,179632,312837,478692,1.6058,3.5378,2.213,5769,9000,0.7352,0.0318,0.0273,0.0112,33917,19237,0.5019,0.2207,0.0682,0.0067,15949,7878,0.4993,0.1052,0.0474,0.0474,497,752,1.0881,0.0,0.0,0.0,32,27,0.5153,0.0177,0.0001,0.0001,29742,18827,0.5664,0.1888,0.1096,0.0562,8323,1661,0.1261,0.0481,0.0286,0.0149,999,1667,1.0,0.2169,0.0889,0.0475,12521,7123,0.5143,0.0712,0.0407,0.0228,19810,1,0.3844,0.0024,0.0315,0.0008,15132,7915,0.5042,0.0763,0.0423,0.037,122878,59492,0.4419,0.6759,0.3827,0.2388,No,1,0,0,1,0,585,0
sdv-id-oCIrsS,197632,213815,1179944,0.8085,5.5095,4.906,8263,3439,0.537,0.0382,0.0383,0.0058,1947,2356,0.5014,0.0334,0.0199,0.0002,35273,17008,0.4931,0.1611,0.1379,0.0337,365,199,1.2612,0.0,0.0,0.0,11946,5848,0.4889,0.0904,0.0081,0.0016,24386,10351,0.4713,0.1112,0.1193,0.0247,13334,3859,0.4136,0.0662,0.0476,0.0114,0,2,1.0,0.1177,0.058,0.0153,15391,7711,0.5194,0.0731,0.0633,0.014,47245,384,0.3483,0.0316,0.0886,0.0079,16642,8839,0.5046,0.0782,0.0779,0.017,158955,68563,0.4513,0.7429,0.7313,0.1656,High,1,0,0,1,0,582,1
